fid,Baumnummer,Hoehe,Gattung,gebiet,Kronendurchm,pflanzjahr,strasse,Stammdurchm,longitude,latitude
"60958","200","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"39",11.5845430179,52.1135667797
"60959","201","13","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"26",11.5845105680,52.1135714484
"60960","202","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"29",11.5845011626,52.1135780397
"60961","203","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"24",11.5844626282,52.1135760071
"60962","211","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"38",11.5840822079,52.1136205919
"60963","212","17","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"35",11.5840559120,52.1136205391
"60964","213","13","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,0.5,,Bäume - Liegenschaftsservice,"27",11.5840356697,52.1136241305
"60965","214","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"24",11.5840357544,52.1136154954
"60966","215","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"26",11.5840073981,52.1136303262
"60967","216","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"19",11.5840074836,52.1136166549
"60968","217","17","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"32",11.5839914097,52.1136190758
"60969","218","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.5839449382,52.1136288180
"60970","219","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"26",11.5838316973,52.1136408337
"60971","220","13","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"22",11.5837710596,52.1136480987
"60972","125","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"57",11.5766914331,52.1118736657
"60973","139","16","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"89",11.5773307336,52.1140046091
"60974","140","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.5773050610,52.1139925804
"60976","141","5","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"35",11.5771798834,52.1139445976
"60977","168","13","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"27",11.5858590792,52.1134449191
"60980","171","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.5857741011,52.1134430068
"60981","172","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"42",11.5857617788,52.1134446261
"60982","173","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.5857187003,52.1134498881
"60984","175","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"25",11.5856431763,52.1134674629
"60985","176","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"26",11.5856389625,52.1134577530
"60986","177","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"80",11.5855808940,52.1134639733
"60987","204","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"64",11.5844192201,52.1135882004
"60988","205","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"33",11.5843590837,52.1135889798
"60989","206","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"52",11.5843263939,52.1135945529
"60990","207","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"29",11.5842894275,52.1135943744
"60991","208","18","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"73",11.5842074697,52.1136017475
"60992","209","13","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.5841904269,52.1136025709
"60993","210","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"54",11.5841379278,52.1136091180
"60994","221","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"88",11.5837031015,52.1136550745
"60995","222","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"91",11.5835445720,52.1136745579
"60996","150","8","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"15",11.5867735565,52.1133402235
"60999","226","7","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"102",11.5853774634,52.1112667627
"61000","227","12","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"27",11.5851110869,52.1111690971
"61001","228","13","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"102",11.5843516208,52.1111247834
"61002","229","13","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"35",11.5836903890,52.1112712114
"61003","230","10","Prunus avium, Vogelkirsche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"24",11.5834247264,52.1112843204
"61004","231","9","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"84",11.5833033092,52.1112508304
"61006","232","11","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"17",11.5832697305,52.1113142479
"61007","233","10","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.5829930346,52.1113462134
"61008","234","13","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"35",11.5829001968,52.1113548134
"61009","235","6","Prunus mahaleb, Weichselkirsche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"20",11.5828279544,52.1113608934
"61012","238","8","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"22",11.5827920339,52.1110958468
"61013","239","9","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"21",11.5827908898,52.1110002760
"61014","240","9","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"18",11.5827832791,52.1109671686
"61015","241","5","Juglans regia, Walnuss",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.5827586930,52.1108299342
"61016","242","13","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"35",11.5816734151,52.1097881330
"61017","243","16","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"182",11.5817972069,52.1098021478
"61018","244","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"24",11.5817561270,52.1097812847
"61020","246","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"28",11.5820144549,52.1097753546
"61021","247","15","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"31",11.5820913478,52.1097663853
"61022","248","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"26",11.5821118527,52.1097698929
"61023","249","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.5821809477,52.1097548893
"61024","250","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"23",11.5822282530,52.1097520540
"61025","251","14","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"32",11.5823170882,52.1097349090
"61026","252","13","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.5823662955,52.1097296039
"61027","253","14","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"61",11.5824136475,52.1097275769
"61028","254","15","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.5825108323,52.1097184325
"61029","255","14","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"26",11.5825414923,52.1097156921
"61030","256","13","Prunus avium, Vogelkirsche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"25",11.5826551909,52.1097117612
"61031","257","12","Prunus avium, Vogelkirsche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.5827640824,52.1097004714
"61032","258","12","Prunus avium, Vogelkirsche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"27",11.5829151889,52.1096867273
"61033","259","13","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.5829648332,52.1096839304
"61034","260","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.5830666541,52.1096766623
"61035","261","8","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"19",11.5832304099,52.1096619211
"61036","262","10","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.5833098220,52.1096636874
"61037","263","13","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.5833421964,52.1096577617
"61038","264","11","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.5835455730,52.1096386441
"61040","266","12","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.5836374587,52.1096313236
"61041","267","10","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.5836845591,52.1096375752
"61043","269","16","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"19",11.5837283592,52.1096271721
"61044","270","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"18",11.5837775194,52.1096210581
"61045","271","2","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"21",11.5837875571,52.1096304605
"61046","272","10","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"61",11.5838045308,52.1096284696
"61047","273","13","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"30",11.5838587974,52.1096172074
"61048","274","14","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"28",11.5839196695,52.1096090379
"61049","275","15","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"30",11.5838959708,52.1096058704
"61050","276","15","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"19",11.5839401398,52.1096018443
"61051","277","15","Prunus avium, Vogelkirsche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"20",11.5839722787,52.1096019489
"61052","278","10","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"19",11.5839975828,52.1096000450
"61053","279","14","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.5840430993,52.1096066909
"61054","280","15","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"27",11.5840809133,52.1095963291
"61055","281","10","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"14",11.5841180219,52.1095990225
"61056","282","16","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.5841434499,52.1096043104
"61057","283","13","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.5841683343,52.1095875772
"61058","284","14","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.5842476367,52.1095899748
"62285","286","9","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"49",11.5843819892,52.1095668838
"62286","287","15","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"39",11.5844350707,52.1096058285
"62287","288","8","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"19",11.5845282103,52.1095722201
"62288","289","12","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"57",11.5845595071,52.1095956349
"62290","290","8","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"14",11.5845738587,52.1095685209
"62291","291","13","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"83",11.5846084938,52.1095638043
"62292","292","12","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"27",11.5846699907,52.1095563401
"62293","293","9","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.5846903665,52.1095525657
"62294","294","11","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.5847186708,52.1095545529
"62295","295","11","Prunus avium, Vogelkirsche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"96",11.5847987049,52.1095771684
"62296","296","13","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"36",11.5848162084,52.1095489959
"62297","297","16","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"38",11.5848749541,52.1095444698
"62298","298","10","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"20",11.5849648109,52.1098529381
"62299","299","12","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"17",11.5849783921,52.1098958067
"62300","300","13","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.5849858321,52.1099309862
"62301","301","13","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"24",11.5850099565,52.1099844151
"62302","302","7","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.5850159908,52.1100129705
"63128","756","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"49",11.6574495216,52.1186519416
"63129","757","10","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.6578090911,52.1186452710
"63130","758","12","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"87",11.6578123779,52.1186514022
"63134","759","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"22",11.6578306267,52.1186659192
"63135","760","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"48",11.6578471882,52.1186741791
"63136","761","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"60",11.6578638369,52.1186814478
"63137","762","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"42",11.6578772010,52.1186875315
"63138","763","10","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"19",11.6579119703,52.1187071617
"63139","764","11","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"60",11.6579236020,52.1187185005
"63140","765","14","Ulmus laevis, Flatterulme",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"32",11.6579235331,52.1187247073
"63141","766","10","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"19",11.6579385587,52.1187267966
"63142","767","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"26",11.6579517723,52.1187401681
"63143","768","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"32",11.6579633553,52.1187433242
"63144","769","11","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"26",11.6580763335,52.1188227035
"63145","770","12","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.6580895572,52.1188288802
"63146","771","12","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"42",11.6581460641,52.1188578226
"63147","772","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"44",11.6582091630,52.1189042428
"63148","773","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"32",11.6576512616,52.1186468522
"63149","774","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"35",11.6576487399,52.1186609384
"63150","775","11","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"89",11.6576384631,52.1186600910
"63151","776","15","Acer negundo, Eschenahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"80",11.6580341678,52.1190126007
"63152","777","12","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"23",11.6580060716,52.1190265443
"63153","778","10","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"23",11.6580048479,52.1190305289
"63154","779","11","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"21",11.6579932939,52.1190327680
"63155","780","6","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"33",11.6579932854,52.1190375346
"63156","781","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"26",11.6579730081,52.1190429382
"63169","797","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"62",11.6544415148,52.1255647788
"63170","798","16","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"36",11.6545659259,52.1255880565
"63175","811","9","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"20",11.6690776642,52.1122101009
"63176","812","7","Acer campestre, Feldahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"22",11.6690113914,52.1121937057
"63178","814","6","Pinus silvestris, Gemeine Kiefer - Wald-Kiefer",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"10",11.6689256835,52.1118862816
