fid,Baumnummer,Hoehe,Gattung,gebiet,Kronendurchm,pflanzjahr,strasse,Stammumfang,longitude,latitude
"81104","3387","19","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,224,11.6549929730,52.0987925936
"81107","3390","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,250,11.6554997667,52.0982780040
"81108","3391","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,320,11.6554856122,52.0981700453
"81109","3392","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,630,11.6554786327,52.0981115671
"81110","3394","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,250,11.6553012734,52.0976947739
"81111","3395","16","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,103,11.6561356923,52.0984473996
"81112","3396","22","Quercus robur, Stieleiche",Liegenschaftsservice,14,,Bäume - Liegenschaftsservice,300,11.6560871287,52.0983673760
"81113","3397","12","Picea pungens, Stech-Fichte",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,86,11.6560246194,52.0984114129
"81114","3398","8","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,88,11.6560153241,52.0983655774
"81115","3399","6","Pyrus spec., Birne",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,166,11.6559884694,52.0983363254
"81116","3381","13","Salix 'Tortuosa', Dauerwellen-Weide - Korkenzieher-Weide",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,226,11.6557803755,52.0985351790
"81117","3393","25","Populus nigra 'Italica', Italienische Pyramiden-Pappel",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,640,11.6552539095,52.0977897301
"81118","3400","4","Malus spec., Apfel",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,74,11.6558299585,52.0983104910
"81119","3401","18","Ulmus spec., Ulme",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,232,11.6557159552,52.0981956999
"81120","3402","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,110,11.6541977041,52.1007468313
"81122","3404","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,63,11.6540871728,52.1007175754
"81123","3405","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,128,11.6540118720,52.1006766440
"81124","3406","13","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,60,11.6539245663,52.1006474943
"81125","3407","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,69,11.6538683684,52.1006085607
"81127","3409","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,305,11.6531120320,52.1002979736
"81129","3411","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,160,11.6529847567,52.1001588375
"81130","3412","11","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,142,11.6529841478,52.1002272892
"81131","3413","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,190,11.6529416251,52.1002120590
"81132","3414","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,204,11.6528998883,52.1002002285
"81133","3415","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,210,11.6527932299,52.1001525381
"81134","3416","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,152,11.6529004851,52.1001266510
"81135","3417","8","Salix spec., Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,460,11.6528906108,52.1002751706
"81136","3418","12","Salix spec., Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,420,11.6528414674,52.1002443514
"81138","3420","7","Salix spec., Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,210,11.6523703015,52.1001373287
"81141","3423","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,160,11.6519625999,52.1000735717
"81143","3425","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,240,11.6541712268,52.1010607497
"81144","3426","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,65,11.6542708638,52.1011057192
"81145","3427","13","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,150,11.6543353915,52.1011299860
"81146","3428","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,84,11.6543546169,52.1011856702
"81147","3429","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,450,11.6544465392,52.1012040138
"81148","3430","16","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,280,11.6545735570,52.1012551110
"81149","3431","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,370,11.6546614993,52.1013096966
"81150","3432","6","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,262,11.6547487939,52.1012673504
"81152","3434","2","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,92,11.6337385227,52.0459809971
"81153","3435","16","Quercus robur, Stieleiche",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,238,11.6336054740,52.0457810037
"81154","3436","12","Ailanthus altissima, Götterbaum",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,86,11.6333897677,52.0458119901
"81155","3437","8","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,52,11.6333267112,52.0459401143
"81157","3439","7","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,320,11.6333226465,52.0460197950
"81158","3440","18","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,113,11.6333934294,52.0459858367
"81159","3441","18","Betula pendula, Sandbirke",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,118,11.6334877489,52.0459478446
"81160","3442","18","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,70,11.6334783201,52.0459859169
"81161","3443","16","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,14,,Bäume - Liegenschaftsservice,290,11.6334568769,52.0460503380
"81162","3444","16","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,178,11.6335210717,52.0460605936
"81163","3445","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,298,11.6483290630,52.1009624380
"81164","3446","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,62,11.6482963145,52.1009691995
"81167","3450","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,230,11.6484338056,52.1009679975
"81168","3451","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,348,11.6484678378,52.1009508650
"81169","3452","8","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,160,11.6485052700,52.1009245729
"81170","3453","6","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,100,11.6485531696,52.1009172009
"81171","3454","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,113,11.6485484727,52.1008896975
"81172","3455","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,230,11.6485420939,52.1006465760
"81173","3456","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,90,11.6485710195,52.1006319864
"81174","3457","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,66,11.6486066960,52.1006056438
"81175","3458","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,154,11.6486969333,52.1005759163
"81176","3459","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,105,11.6487353658,52.1005541882
"81177","3460","6","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,53,11.6487950604,52.1005290143
"81178","3461","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,90,11.6490849594,52.1004112511
"81179","3462","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,70,11.6490935134,52.1004003569
"81180","3463","17","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,108,11.6491080192,52.1003962536
"81181","3464","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,280,11.6491516615,52.1003959019
"81182","3465","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,84,11.6491335468,52.1003883952
"81183","3466","18","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,82,11.6491526456,52.1003755552
"81184","3467","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,73,11.6491886795,52.1003601760
"81186","3469","8","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,120,11.6478848576,52.1966363234
"81191","3474","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,62,11.6478881590,52.1961602476
"81192","3475","8","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,63,11.6479781703,52.1961924000
"81193","3476","8","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,164,11.6481904986,52.1962142512
"81194","3477","12","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,540,11.6479862366,52.1960967127
"81195","3478","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,234,11.6480407037,52.1960725574
"81196","3479","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,,11.6481101050,52.1960682110
"81197","3480","14","Carpinus betulus, Hainbuche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,220,11.6474188456,52.1966158505
"81198","3481","12","Acer campestre, Feldahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,,11.6474265711,52.1965611792
"81199","3482","12","Acer campestre, Feldahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,252,11.6474292470,52.1965323414
"81200","3483","12","Acer campestre, Feldahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,105,11.6474850783,52.1963563532
"81201","3484","12","Acer campestre, Feldahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,150,11.6475025973,52.1963261030
"81202","3485","12","Acer campestre, Feldahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,140,11.6475003641,52.1963033108
"81203","3486","12","Acer campestre, Feldahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,80,11.6475006808,52.1962667920
"81204","3487","6","Malus spec., Apfel",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,196,11.6475707206,52.1961501085
"81205","3488","12","Acer campestre, Feldahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,199,11.6476086247,52.1960393625
"81206","3489","4","Acer campestre, Feldahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,92,11.6476262542,52.1960060522
"81207","3490","10","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,95,11.6476336730,52.1959954537
"81208","3491","11","Acer campestre, Feldahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,122,11.6476340050,52.1959665786
"81209","3492","12","Acer campestre, Feldahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,202,11.6476394669,52.1958861481
"81210","3493","6","Crataegus monogyna, Eingriffeliger Weißdorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,170,11.6477245846,52.1957375604
"81211","3494","13","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,280,11.6477551149,52.1956480237
"81212","3515","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,205,11.6418591756,52.1232932943
"81213","3516","8","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,350,11.6417595644,52.1233086574
"81214","3517","12","Quercus robur, Stieleiche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,160,11.7421055550,52.1819019385
"81215","3518","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,50,11.7420631215,52.1818804423
"81216","3519","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,216,11.7420397513,52.1819594968
"81217","3520","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,135,11.7419768518,52.1819073600
"81218","3521","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,60,11.7419956377,52.1818774253
"81219","3522","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,119,11.7419422584,52.1818730010
"81220","3523","6","Robinia pseudoacacia, Robinie",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,131,11.7419168508,52.1818286257
"81221","3524","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,300,11.7418768020,52.1819314504
"81222","3525","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,87,11.7418253340,52.1819699692
"81223","3526","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,95,11.7417440053,52.1819725800
"81224","3527","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,400,11.7417840051,52.1819069885
"81225","3528","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,152,11.7418073216,52.1818698438
"81226","3529","17","Robinia pseudoacacia, Robinie",Liegenschaftsservice,0.5,,Bäume - Liegenschaftsservice,97,11.7418356672,52.1817884254
"81227","3530","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,87,11.7417498023,52.1817767525
"81228","3531","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,113,11.7416963727,52.1817667534
"81229","3532","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,125,11.7416567201,52.1817951948
"81231","3533","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,63,11.7417029055,52.1818396266
"81232","3534","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,220,11.7416051372,52.1818579980
"81233","3535","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,74,11.7416815562,52.1819253788
"81234","3536","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,65,11.7416140091,52.1819237120
"81235","3537","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,60,11.7415699672,52.1819093577
"81236","3538","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,130,11.7415095640,52.1818835128
"81237","3539","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,99,11.7414655183,52.1818619640
"81238","3540","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,70,11.7415216400,52.1818277438
"81239","3541","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,61,11.7415283828,52.1817946718
"81240","3542","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,0.5,,Bäume - Liegenschaftsservice,90,11.7415606753,52.1816894195
"81241","3543","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,0.5,,Bäume - Liegenschaftsservice,82,11.7415106446,52.1816799709
"81242","3544","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,184,11.7415106095,52.1817031742
"81243","3545","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,110,11.7415381661,52.1817064006
"81244","3546","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,246,11.7415247040,52.1817277577
"81245","3547","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,109,11.7415025957,52.1817536327
"81246","3548","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,74,11.7414927566,52.1817815607
"81247","3549","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,71,11.7414456217,52.1817644904
"81248","3550","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,80,11.7414552531,52.1817854904
"81249","3551","9","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,60,11.7414469166,52.1818164411
"81250","3552","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,88,11.7414062225,52.1818303376
"81251","3553","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,89,11.7414015276,52.1818063449
"81252","3554","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,94,11.7413805699,52.1817843491
"81253","3555","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,214,11.7413292793,52.1816403011
"81254","3556","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,146,11.7412839830,52.1816221987
"81255","3557","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,200,11.7412168976,52.1816850923
"81256","3558","8","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,94,11.7411842512,52.1817299181
"81257","3559","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,137,11.7411304403,52.1817517637
"81258","3560","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,124,11.7410911852,52.1817866708
"81259","3561","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,238,11.7410385713,52.1818945537
