fid,Baumnummer,Gattung,Stammumfang,Baumhoehe,Kronendurchmesser,Pflanzjahr,Objekt,Art,longitude,latitude
1740,  3216 - Lieg3216,"Salix alba, Baum-Weide - Kopf-Weide",230,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6521678479005,52.0995065191292
1741,  3217 - Lieg3217,"Fraxinus excelsior, Gemeine Esche",49,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6521777781221,52.0995508117614
1742,  3218 - Lieg3218,"Acer pseudoplatanus, Berg-Ahorn",80,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6521898719074,52.0995774290852
1743,  3219 - Lieg3219,"Salix alba, Baum-Weide - Kopf-Weide",188,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6521999864986,52.0996002239002
1744,  3220 - Lieg3220,"Acer pseudoplatanus, Berg-Ahorn",56,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6522079760569,52.0996191994898
1745,  3221 - Lieg3221,"Robinia pseudoacacia, Robinie",170,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6522181550257,52.0996356976384
1746,  3222 - Lieg3222,"Acer campestre, Feldahorn",63,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6522282018649,52.0996622711056
1747,  3223 - Lieg3223,"Robinia pseudoacacia, Robinie",218,16,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6522536865512,52.0995700570589
1748,  3224 - Lieg3224,"Acer pseudoplatanus, Berg-Ahorn",89,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6522843243966,52.099594188492
1749,  3225 - Lieg3225,"Robinia pseudoacacia, Robinie",69,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6522615561784,52.0996042337945
1750,  3226 - Lieg3226,"Robinia pseudoacacia, Robinie",97,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6523132666902,52.0995626903929
1751,  3227 - Lieg3227,"Robinia pseudoacacia, Robinie",87,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6523604502851,52.0995703515632
1752,  3228 - Lieg3228,"Fraxinus excelsior, Gemeine Esche",240,22,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6524097992473,52.099557909207
1753,  3229 - Lieg3229,"Fraxinus excelsior, Gemeine Esche",250,20,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6524283992476,52.0996842941052
1754,  3230 - Lieg3230,"Tilia spec., Linde",154,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6526071253102,52.0997923251875
1755,  3231 - Lieg3231,"Acer pseudoplatanus, Berg-Ahorn",103,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6525326534543,52.0996546077785
1756,  3232 - Lieg3232,"Fraxinus excelsior, Gemeine Esche",60,14,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6525543703693,52.0996489927435
1757,  3233 - Lieg3233,"Fraxinus excelsior, Gemeine Esche",110,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6525939896406,52.0996325425755
1758,  3234 - Lieg3234,"Robinia pseudoacacia, Robinie",95,14,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6524938016792,52.0995732849347
1759,  3235 - Lieg3235,"Robinia pseudoacacia, Robinie",130,19,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6524259174946,52.0995908210539
1760,  3236 - Lieg3236,"Robinia pseudoacacia, Robinie",126,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.652475083807,52.0996048226897
1761,  3237 - Lieg3237,"Robinia pseudoacacia, Robinie",160,13,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.652563571189,52.0995899702919
1762,  3238 - Lieg3238,"Salix alba, Baum-Weide - Kopf-Weide",134,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6525882960192,52.099571067576
1763,  3239 - Lieg3239,"Salix alba, Baum-Weide - Kopf-Weide",150,18,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6527255692538,52.0996080864195
1764,  3241 - Lieg3241,"Salix alba, Baum-Weide - Kopf-Weide",140,10,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6527809321464,52.0996133149705
1765,  3243 - Lieg3243,"Salix alba, Baum-Weide - Kopf-Weide",120,14,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.652834260306,52.0996236254835
1766,  3244 - Lieg3244,"Salix alba, Baum-Weide - Kopf-Weide",130,16,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.652869110355,52.099635071491
1767,  3245 - Lieg3245,"Robinia pseudoacacia, Robinie",87,14,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6529592521959,52.0996530066004
1768,  3246 - Lieg3246,"Robinia pseudoacacia, Robinie",87,14,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6528771228372,52.0996667268862
1769,  3247 - Lieg3247,"Robinia pseudoacacia, Robinie",56,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6528543669705,52.0996818981308
1770,  3248 - Lieg3248,"Acer pseudoplatanus, Berg-Ahorn",63,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6527700462719,52.0997005239919
1771,  3250 - Lieg3250,"Acer campestre, Feldahorn",72,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532105651433,52.0996480668857
1772,  3253 - Lieg3253,"Aesculus hippocastanum, Roßkastanie",63,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532412271047,52.099598813288
1773,  3258 - Lieg3258,"Aesculus hippocastanum, Roßkastanie",192,15,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532789943066,52.0994749362457
1774,  3262 - Lieg3262,"Fraxinus excelsior, Gemeine Esche",194,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6534703517788,52.0995940129613
1775,  3263 - Lieg3263,"Acer pseudoplatanus, Berg-Ahorn",94,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6535841928494,52.0996347960804
1776,  3264 - Lieg3264,"Fraxinus excelsior, Gemeine Esche",81,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.653800871769,52.0995458295736
1777,  3265 - Lieg3265,"Fraxinus excelsior, Gemeine Esche",168,18,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6536256308055,52.0995481578909
1778,  3266 - Lieg3266,"Acer campestre, Feldahorn",120,10,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6537055781292,52.0995050785666
1779,  3267 - Lieg3267,"Fraxinus excelsior, Gemeine Esche",135,16,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.653749762553,52.0994646932843
1780,  3268 - Lieg3268,"Tilia spec., Linde",212,18,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6544450162815,52.0993961514287
1781,  3269 - Lieg3269,"Acer campestre, Feldahorn",180,17,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6544596117607,52.099452569491
1782,  3270 - Lieg3270,"Acer pseudoplatanus, Berg-Ahorn",94,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6543802735236,52.0994911390279
1783,  3271 - Lieg3271,"Acer pseudoplatanus, Berg-Ahorn",67,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6542999482207,52.0995130933845
1784,  3274 - Lieg3274,"Tilia platyphyllos, Sommerlinde",128,17,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6541438202077,52.0995323486977
1785,  3276 - Lieg3276,"Fraxinus excelsior, Gemeine Esche",95,17,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6540558975731,52.0995222784901
1786,  3277 - Lieg3277,"Tilia platyphyllos, Sommerlinde",222,16,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6538669911718,52.0996338222717
1787,  3278 - Lieg3278,"Tilia platyphyllos, Sommerlinde",50,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6537686244634,52.0996716508919
1788,  3279 - Lieg3279,"Tilia platyphyllos, Sommerlinde",168,14,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6536664680568,52.0996923878346
1789,  3281 - Lieg3281,"Fraxinus excelsior, Gemeine Esche",140,17,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6537443905068,52.0997135653128
1790,  3283 - Lieg3283,"Salix alba, Baum-Weide - Kopf-Weide",196,17,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6534974342704,52.0997279408005
1791,  3284 - Lieg3284,"Salix alba, Baum-Weide - Kopf-Weide",246,15,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6534520621112,52.0997384954164
1792,  3285 - Lieg3285,"Salix alba, Baum-Weide - Kopf-Weide",103,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6534081004601,52.0997408344662
1793,  3286 - Lieg3286,"Acer pseudoplatanus, Berg-Ahorn",60,3,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6535602140581,52.0997105190253
1794,  3288 - Lieg3288,"Acer pseudoplatanus, Berg-Ahorn",51,5,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6535801537023,52.0997266173626
1795,  3290 - Lieg3290,"Salix alba, Baum-Weide - Kopf-Weide",160,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532619734375,52.0997539278744
1796,  3291 - Lieg3291,"Fraxinus excelsior, Gemeine Esche",220,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6530952414822,52.0995970645835
1797,  3292 - Lieg3292,"Salix alba, Baum-Weide - Kopf-Weide",280,17,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6531900861816,52.099765529161
1798,  3293 - Lieg3293,"Salix alba, Baum-Weide - Kopf-Weide",127,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6531327739005,52.0997594453816
1799,  3294 - Lieg3294,"Acer pseudoplatanus, Berg-Ahorn",50,4,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.653339501387,52.099761085163
1800,  3295 - Lieg3295,"Acer pseudoplatanus, Berg-Ahorn",116,9,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532462608527,52.0998114782607
1801,  3296 - Lieg3296,"Acer pseudoplatanus, Berg-Ahorn",63,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532848580987,52.0998319228597
1802,  3297 - Lieg3297,"Acer pseudoplatanus, Berg-Ahorn",87,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532476151357,52.0998416648032
1803,  3298 - Lieg3298,"Acer pseudoplatanus, Berg-Ahorn",93,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532351035886,52.0998449143046
1804,  3299 - Lieg3299,"Acer pseudoplatanus, Berg-Ahorn",66,11,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.653213446279,52.0998785868029
1805,  3300 - Lieg3300,"Acer pseudoplatanus, Berg-Ahorn",58,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6531800851243,52.0998479519215
1806,  3301 - Lieg3301,"Acer pseudoplatanus, Berg-Ahorn",59,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6531109775842,52.0998547241829
1807,  3302 - Lieg3302,"Acer pseudoplatanus, Berg-Ahorn",97,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6531563522718,52.0998269926951
1808,  3303 - Lieg3303,"Acer pseudoplatanus, Berg-Ahorn",61,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6531334586802,52.0998668983031
1809,  3305 - Lieg3305,"Fraxinus excelsior, Gemeine Esche",192,16,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6530212082149,52.0998012577912
1810,  3306 - Lieg3306,"Acer pseudoplatanus, Berg-Ahorn",110,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6530661383225,52.0998250671934
1811,  3307 - Lieg3307,"Acer pseudoplatanus, Berg-Ahorn",186,5,1,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532317968151,52.0999244883662
1812,  3308 - Lieg3308,"Acer pseudoplatanus, Berg-Ahorn",70,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532444350501,52.0999676407527
1813,  3309 - Lieg3309,"Salix alba, Baum-Weide - Kopf-Weide",258,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6529652921231,52.0998408277762
1814,  3310 - Lieg3310,"Acer campestre, Feldahorn",65,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6529448098291,52.09983526356
1815,  3311 - Lieg3311,"Fraxinus excelsior, Gemeine Esche",186,18,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6529178656194,52.0997552914944
1816,  3312 - Lieg3312,"Fraxinus excelsior, Gemeine Esche",174,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6529187240742,52.0997697511624
1817,  3314 - Lieg3314,"Fraxinus excelsior, Gemeine Esche",98,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6527998848657,52.0998858308258
1818,  3316 - Lieg3316,"Acer pseudoplatanus, Berg-Ahorn",57,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.652844373126,52.0999292553627
1819,  3317 - Lieg3317,"Acer pseudoplatanus, Berg-Ahorn",67,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6528596976599,52.0999414108105
1820,  3318 - Lieg3318,"Acer campestre, Feldahorn",164,14,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6528922906598,52.0999172946959
1821,  3319 - Lieg3319,"Acer campestre, Feldahorn",130,15,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6529131675563,52.0999295049791
1822,  3320 - Lieg3320,"Acer campestre, Feldahorn",77,7,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6529342652185,52.0999355949347
1823,  3322 - Lieg3322,"Crataegus laevigata, Zweigriffeliger Weißdorn",126,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6530086424006,52.0999314919999
1824,  3323 - Lieg3323,"Acer pseudoplatanus, Berg-Ahorn",89,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6529913945774,52.099990246029
1825,  3324 - Lieg3324,"Acer pseudoplatanus, Berg-Ahorn",178,16,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6530250729487,52.1000016284444
1826,  3325 - Lieg3325,"Acer campestre, Feldahorn",140,14,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532510196701,52.1000022960239
1827,  3326 - Lieg3326,"Acer campestre, Feldahorn",132,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532538825897,52.1000160810283
1828,  3327 - Lieg3327,"Fraxinus excelsior, Gemeine Esche",77,17,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532580510538,52.1000248004587
1829,  3328 - Lieg3328,"Fraxinus excelsior, Gemeine Esche",190,17,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532692160799,52.1000308442406
1830,  3329 - Lieg3329,"Acer pseudoplatanus, Berg-Ahorn",182,18,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532535309542,52.1000593460785
1831,  3330 - Lieg3330,"Crataegus monogyna, Eingriffeliger Weißdorn",156,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532688018854,52.100085352158
1832,  3331 - Lieg3331,"Acer pseudoplatanus, Berg-Ahorn",115,9,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532966271148,52.1001088272203
1833,  3332 - Lieg3332,"Salix alba, Baum-Weide - Kopf-Weide",330,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6533050822066,52.1001626857416
1834,  3333 - Lieg3333,"Fraxinus excelsior, Gemeine Esche",81,18,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.653142270489,52.1000472826554
1835,  3334 - Lieg3334,"Acer pseudoplatanus, Berg-Ahorn",63,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6531844154564,52.1000832055755
1836,  3335 - Lieg3335,"Acer pseudoplatanus, Berg-Ahorn",54,9,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6532288655511,52.1001136806707
1837,  3336 - Lieg3336,"Acer pseudoplatanus, Berg-Ahorn",433,19,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6537031555007,52.1004355662437
1838,  3337 - Lieg3337,"Fraxinus excelsior, Gemeine Esche",290,17,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6538362577431,52.1005006465144
1839,  3338 - Lieg3338,"Quercus robur, Stieleiche",590,26,20,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6536417786059,52.0993208965626
1840,  3339 - Lieg3339,"Quercus robur, Stieleiche",277,24,18,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6538437825219,52.0993094218727
1841,  3340 - Lieg3340,"Fraxinus excelsior, Gemeine Esche",110,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6538716696189,52.0993437771403
1842,  3341 - Lieg3341,"Tilia spec., Linde",94,6,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6538935558465,52.0994074054394
1843,  3342 - Lieg3342,"Fraxinus excelsior, Gemeine Esche",120,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.653985758381,52.0994575788205
1844,  3343 - Lieg3343,"Tilia platyphyllos, Sommerlinde",60,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6540531188761,52.0994386146841
1845,  3345 - Lieg3345,"Tilia platyphyllos, Sommerlinde",180,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6539600431284,52.0993860328698
1846,  3346 - Lieg3346,"Acer pseudoplatanus, Berg-Ahorn",74,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6539750341511,52.0993458554451
1847,  3347 - Lieg3347,"Tilia platyphyllos, Sommerlinde",88,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6540743474017,52.099348564512
1848,  3348 - Lieg3348,"Acer negundo, Eschenahorn",64,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6538332940582,52.0992655915982
1849,  3349 - Lieg3349,"Fraxinus excelsior, Gemeine Esche",108,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6538587704791,52.0992446032501
1850,  3350 - Lieg3350,"Salix alba, Baum-Weide - Kopf-Weide",715,14,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6539254393402,52.099196786691
1851,  3351 - Lieg3351,"Aesculus hippocastanum, Roßkastanie",100,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6539967637908,52.0991634341536
1852,  3352 - Lieg3352,"Acer negundo, Eschenahorn",110,6,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6540581283971,52.0991738328741
1853,  3353 - Lieg3353,"Salix alba, Baum-Weide - Kopf-Weide",240,20,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.654046919802,52.09924818908
1854,  3354 - Lieg3354,"Salix alba, Baum-Weide - Kopf-Weide",172,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6541488230181,52.0991740380738
1855,  3357 - Lieg3357,"Salix alba, Baum-Weide - Kopf-Weide",335,18,15,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6540763858264,52.0990190088759
1856,  3358 - Lieg3358,"Quercus robur, Stieleiche",345,18,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6539394065005,52.0990016800308
1857,  3359 - Lieg3359,"Acer negundo, Eschenahorn",56,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.654189659698,52.0993280704225
1858,  3361 - Lieg3361,"Salix alba, Baum-Weide - Kopf-Weide",250,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6542671651116,52.0991750592564
1859,  3362 - Lieg3362,"Acer negundo, Eschenahorn",77,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6542985261278,52.0991498913127
1860,  3363 - Lieg3363,"Acer negundo, Eschenahorn",210,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6543575090199,52.0992406525394
1861,  3364 - Lieg3364,"Acer negundo, Eschenahorn",135,14,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6544719746119,52.0991370803558
1862,  3365 - Lieg3365,"Acer negundo, Eschenahorn",135,15,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6545651162945,52.099107192913
1863,  3366 - Lieg3366,"Salix alba, Baum-Weide - Kopf-Weide",250,8,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6544963749627,52.0990144033573
1864,  3367 - Lieg3367,"Acer negundo, Eschenahorn",70,14,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6546583378403,52.0990417805731
1865,  3368 - Lieg3368,"Acer negundo, Eschenahorn",128,12,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.654772474965,52.0989277834068
1866,  3369 - Lieg3369,"Fraxinus excelsior, Gemeine Esche",102,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.654791363328,52.0988671934834
1867,  3370 - Lieg3370,"Fraxinus excelsior, Gemeine Esche",220,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6545973788181,52.0988833454437
1868,  3371 - Lieg3371,"Salix alba, Baum-Weide - Kopf-Weide",460,15,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6546950422862,52.0987845582537
1869,  3372 - Lieg3372,"Acer negundo, Eschenahorn",215,14,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6543439684625,52.0988676511214
1870,  3374 - Lieg3374,"Fraxinus excelsior, Gemeine Esche",208,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.654383200901,52.0987660437313
1871,  3376 - Lieg3376,"Fraxinus excelsior, Gemeine Esche",251,14,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6546539946496,52.0987253188311
1872,  3377 - Lieg3377,"Betula pendula, Sandbirke",150,20,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6558270326869,52.0986298145973
1873,  3378 - Lieg3378,"Picea abies, Gemeine Fichte - Rot-Fichte",69,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6557326505225,52.0986903977376
1874,  3379 - Lieg3379,"Picea abies, Gemeine Fichte - Rot-Fichte",50,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.655727291461,52.0986616504523
1875,  3380 - Lieg3380,"Picea abies, Gemeine Fichte - Rot-Fichte",61,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6557261685153,52.0986304694554
